J,2395,24.17,93223.91,736.24,40.952906,-5.6185820.000,-0.623
J,2396,24.17,93223.73,736.25,40.952889,-5.6185840.000,-0.622
J,2397,24.17,93223.58,736.26,40.952872,-5.6185840.000,-0.622
J,2398,24.17,93223.26,736.29,40.952866,-5.6185890.000,-0.622
J,2399,24.17,93223.26,736.29,40.952859,-5.6185930.000,-0.622
J,2400,24.18,93223.11,736.31,40.952854,-5.6185960.000,-0.623
J,2401,24.18,93223.30,736.29,40.952851,-5.6185950.000,-0.623
J,2402,24.18,93222.95,736.32,40.952848,-5.6185950.000,-0.623
J,2403,24.18,93223.14,736.30,40.952844,-5.6185950.000,-0.623
J,2404,24.18,93223.31,736.29,40.952842,-5.6185940.000,-0.622
J,2405,24.18,93223.31,736.29,40.952838,-5.6185940.000,-0.623
J,2406,24.18,93223.64,736.26,40.952846,-5.6185920.000,-0.622
J,2407,24.18,93223.31,736.29,40.952853,-5.6185930.000,-0.623
J,2408,24.18,93223.31,736.29,40.952859,-5.6185910.000,-0.622
J,2409,24.18,93223.31,736.29,40.952867,-5.6185920.000,-0.622
J,2410,24.18,93223.64,736.26,40.952868,-5.6185930.000,-0.622
J,2411,24.18,93223.47,736.27,40.952874,-5.6185910.000,-0.623
J,2412,24.18,93223.30,736.29,40.952884,-5.6185910.000,-0.623
J,2413,24.18,93223.30,736.29,40.952898,-5.6185880.000,-0.623
J,2414,24.18,93223.47,736.27,40.952906,-5.6185860.000,-0.623
J,2415,24.18,93222.97,736.32,40.952919,-5.6185850.000,-0.623
J,2416,24.18,93222.97,736.32,40.952923,-5.6185830.000,-0.623
J,2417,24.18,93222.80,736.33,40.952929,-5.6185830.000,-0.622
J,2418,24.18,93222.63,736.35,40.952946,-5.6185830.000,-0.622
J,2419,24.18,93222.63,736.35,40.952946,-5.6185820.000,-0.623
J,2420,24.18,93222.63,736.35,40.952947,-5.6185790.000,-0.623
J,2421,24.18,93222.47,736.36,40.952941,-5.6185760.000,-0.623
J,2422,24.18,93222.47,736.36,40.952938,-5.6185760.000,-0.623
J,2423,24.18,93222.80,736.33,40.952941,-5.6185760.000,-0.623
J,2424,24.18,93222.63,736.35,40.952934,-5.6185770.000,-0.623
J,2425,24.19,93222.98,736.32,40.952925,-5.6185740.000,-0.623
J,2426,24.19,93222.81,736.33,40.952931,-5.6185740.000,-0.623
J,2427,24.19,93222.64,736.35,40.952923,-5.6185760.000,-0.623
J,2428,24.19,93222.66,736.35,40.952926,-5.6185760.000,-0.623
J,2429,24.19,93222.66,736.35,40.952920,-5.6185770.000,-0.623
J,2430,24.19,93222.66,736.35,40.952915,-5.6185780.000,-0.623
J,2431,24.19,93222.49,736.36,40.952921,-5.6185780.000,-0.623
J,2432,24.19,93222.49,736.36,40.952927,-5.6185780.000,-0.623
J,2433,24.19,93222.49,736.36,40.952939,-5.6185750.000,-0.623
J,2434,24.19,93222.66,736.35,40.952945,-5.6185700.000,-0.623
J,2435,24.19,93222.33,736.38,40.952944,-5.6185710.000,-0.622
J,2436,24.19,93222.49,736.36,40.952942,-5.6185720.000,-0.622
J,2437,24.19,93222.49,736.36,40.952951,-5.6185750.000,-0.622
J,2438,24.19,93222.13,736.39,40.952950,-5.6185740.000,-0.622
J,2439,24.19,93222.33,736.38,40.952945,-5.6185760.000,-0.622
J,2440,24.19,93222.16,736.39,40.952939,-5.6185750.000,-0.622
J,2441,24.19,93222.33,736.38,40.952937,-5.6185740.000,-0.622
J,2442,24.19,93222.33,736.38,40.952933,-5.6185730.000,-0.622
J,2443,24.19,93222.51,736.36,40.952935,-5.6185730.000,-0.622
J,2444,24.19,93222.51,736.36,40.952925,-5.6185710.000,-0.623
J,2445,24.19,93222.87,736.33,40.952917,-5.6185720.000,-0.623
J,2446,24.19,93222.53,736.36,40.952914,-5.6185690.000,-0.623
J,2447,24.20,93222.55,736.36,40.952907,-5.6185680.000,-0.623
J,2448,24.20,93222.70,736.34,40.952909,-5.6185670.000,-0.623
J,2449,24.20,93222.70,736.34,40.952904,-5.6185660.000,-0.623
J,2450,24.20,93222.53,736.36,40.952901,-5.6185640.000,-0.623
J,2451,24.20,93222.55,736.36,40.952894,-5.6185630.000,-0.623
J,2452,24.20,93222.38,736.37,40.952893,-5.6185620.000,-0.623
J,2453,24.20,93222.58,736.35,40.952894,-5.6185720.000,-0.624
J,2454,24.20,93222.41,736.37,40.952876,-5.6185720.000,-0.627
J,2455,24.20,93222.41,736.37,40.952867,-5.6185720.000,-0.630
J,2456,24.21,93222.78,736.34,40.952867,-5.6185810.000,-0.633
J,2457,24.21,93222.63,736.35,40.952861,-5.6185930.000,-0.636
J,2458,24.22,93222.83,736.33,40.952852,-5.6185910.000,-0.639
J,2459,24.22,93222.87,736.33,40.952846,-5.6185870.000,-0.642
J,2460,24.23,93222.89,736.33,40.952818,-5.6185780.000,-0.645
J,2461,24.23,93222.59,736.35,40.952792,-5.6185720.000,-0.647
J,2462,24.24,93222.61,736.35,40.952766,-5.6185620.000,-0.650
J,2463,24.24,93222.28,736.38,40.952752,-5.6185520.000,-0.653
J,2464,24.25,93222.34,736.37,40.952736,-5.6185520.000,-0.657
J,2465,24.26,93222.55,736.36,40.952716,-5.6185430.000,-0.661
J,2466,24.26,93222.58,736.35,40.952701,-5.6185450.000,-0.666
J,2467,24.27,93222.80,736.33,40.952700,-5.6185450.000,-0.670
J,2468,24.27,93222.64,736.35,40.952694,-5.6185320.000,-0.675
J,2469,24.28,93222.66,736.35,40.952690,-5.6185260.000,-0.679
J,2470,24.29,93222.19,736.39,40.952694,-5.6185290.000,-0.683
J,2471,24.29,93222.23,736.38,40.952701,-5.6185470.000,-0.687
J,2472,24.30,93222.28,736.38,40.952695,-5.6185330.000,-0.691
J,2473,24.31,93222.30,736.38,40.952697,-5.6185190.000,-0.695
J,2474,24.31,93222.36,736.37,40.952693,-5.6185140.000,-0.698
J,2475,24.32,93222.41,736.37,40.952693,-5.6185120.000,-0.701
J,2476,24.33,93222.80,736.33,40.952706,-5.6185340.000,-0.705
J,2477,24.33,93222.48,736.36,40.952709,-5.6185370.000,-0.708
J,2478,24.34,93222.86,736.33,40.952715,-5.6185470.000,-0.711
J,2479,24.35,93223.09,736.31,40.952717,-5.6185480.000,-0.714
J,2480,24.36,93223.14,736.30,40.952716,-5.6185390.000,-0.717
J,2481,24.37,93223.55,736.27,40.952714,-5.6185360.000,-0.719
J,2482,24.38,93223.55,736.27,40.952716,-5.6185310.000,-0.722
J,2483,24.38,93223.56,736.27,40.952712,-5.6185310.000,-0.725
J,2484,24.39,93223.63,736.26,40.952701,-5.6185240.000,-0.727
J,2485,24.39,93223.67,736.26,40.952696,-5.6185220.000,-0.730
J,2486,24.40,93223.55,736.27,40.952698,-5.6185260.000,-0.733
J,2487,24.41,93223.44,736.28,40.952703,-5.6185340.000,-0.736
J,2488,24.41,93223.63,736.26,40.952704,-5.6185330.000,-0.738
J,2489,24.42,93223.67,736.26,40.952707,-5.6185400.000,-0.740
J,2490,24.43,93223.53,736.27,40.952706,-5.6185510.000,-0.741
J,2491,24.44,93223.41,736.28,40.952708,-5.6185640.000,-0.742
J,2492,24.44,93223.64,736.26,40.952721,-5.6185700.000,-0.744
J,2493,24.45,93223.66,736.26,40.952731,-5.6185710.000,-0.745
J,2494,24.45,93223.34,736.29,40.952735,-5.6185730.000,-0.747
J,2495,24.46,93223.73,736.25,40.952744,-5.6185690.000,-0.748
J,2496,24.47,93223.60,736.26,40.952751,-5.6185610.000,-0.749
J,2497,24.47,93223.63,736.26,40.952754,-5.6185550.000,-0.751
J,2498,24.48,93223.49,736.27,40.952749,-5.6185530.000,-0.752
J,2499,24.48,93223.67,736.26,40.952751,-5.6185550.000,-0.754
J,2500,24.49,93223.37,736.28,40.952753,-5.6185560.000,-0.755
J,2501,24.49,93223.06,736.31,40.952751,-5.6185550.000,-0.756
