JADA,5704,25.96,92178.61,854.03,1.900,3.820,0.000,-0.001,0.000,0.001,40.952646,-5.618490,1/4/2025,11:49:59
JADA,5705,25.95,92178.09,854.08,1.901,3.820,0.000,-0.001,-0.000,0.001,40.952644,-5.618487,1/4/2025,11:50:0
JADA,5706,25.95,92177.91,854.10,1.900,3.820,0.000,-0.002,-0.000,0.001,40.952646,-5.618485,1/4/2025,11:50:1
JADA,5707,25.95,92177.41,854.14,1.900,3.820,0.000,-0.001,0.000,0.002,40.952646,-5.618473,1/4/2025,11:50:2
JADA,5708,25.95,92177.23,854.16,1.901,3.819,0.000,-0.001,0.000,0.001,40.952647,-5.618467,1/4/2025,11:50:3
JADA,5709,25.95,92177.06,854.17,1.900,3.819,0.000,-0.001,0.000,0.001,40.952647,-5.618460,1/4/2025,11:50:4
JADA,5710,25.96,92177.41,854.14,1.900,3.819,0.000,-0.001,-0.000,0.001,40.952647,-5.618455,1/4/2025,11:50:5
JADA,5711,25.96,92177.08,854.17,1.901,3.819,0.000,-0.001,-0.000,0.001,40.952647,-5.618447,1/4/2025,11:50:6
JADA,5712,25.96,92177.08,854.17,1.901,3.819,0.000,-0.001,-0.000,0.001,40.952649,-5.618431,1/4/2025,11:50:7
